game_id,home_team,away_team,posteam,Total_EPA,Total_Yards_Gained,Air_Yards,Turnovers,Total_Rush_Attempts,Total_Pass_Attempts,total_away_score,total_home_score,Winner,MA_EPA,MA_yards_gained,MA_air_yards,MA_turnovers,MA_rush_attempts,MA_pass_attempts
2019122208,MIA,CIN,MIA,11.14933751,502,507,1,34,54,35,38,Home,1.812118474,359,331,1.25,22.75,42.75
2019100608,TEN,BUF,TEN,-13.17387248,252,96,0,27,27,14,7,Away,1.550841097,321,214,0,28,34
2019120808,TB,IND,TB,5.488840562,542,409,4,28,50,35,38,Home,1.540766527,388,381,2.5,24.75,42.5
2019122205,ATL,JAX,ATL,10.4930901,518,391,2,27,46,12,24,Home,1.512774761,359,352,1.25,24.5,49.5
2019101309,DEN,TEN,DEN,-2.882019456,270,216,1,30,29,0,16,Home,1.45337032,351,200,1.5,27.5,37
2019111800,LAC,KC,LAC,-7.528058915,440,412,4,19,55,24,17,Away,1.320256532,338,330,1.25,25.25,33.75
2019120803,GB,WAS,GB,5.744145024,341,219,1,28,32,15,20,Home,1.156247908,274,287,0.25,23.25,36.25
2019122211,WAS,NYG,WAS,14.84365291,361,309,0,26,41,41,35,Away,1.115430845,301,261,1,26.25,31
2019111006,TB,ARI,TB,11.08530345,457,440,3,26,52,27,30,Home,1.113415306,368,433,3,23.25,47.25
2019102706,LA,CIN,LA,21.72577255,470,321,0,26,31,10,24,Home,1.070080389,383,353,2,22,46.5
2019122201,LAC,OAK,LAC,2.141618428,284,208,0,16,40,24,17,Away,0.916841335,417,303,3,24.25,39.25
2019092205,MIN,OAK,MIN,17.43702549,385,100,0,38,21,14,34,Home,0.897302045,345,193,2,32.5,22
2019111008,IND,MIA,IND,-20.21911844,300,401,3,29,40,16,12,Away,0.765303942,340,209,1.5,32.75,34
2019121511,DAL,LA,DAL,32.49567662,475,137,0,45,23,21,44,Home,0.755881767,417,370,1,23,46.25
2019110300,JAX,HOU,JAX,-16.58640434,356,381,4,15,51,26,3,Away,0.673990927,396,258,1.25,33.25,37
2019110303,KC,MIN,KC,8.909682875,377,292,1,18,40,23,26,Home,0.631288004,310,296,1,18,37
2019092902,BUF,NE,BUF,-21.98475031,375,513,4,22,49,16,10,Away,0.413654422,392,298,2,31.66666667,36.33333333
2019112400,ATL,TB,ATL,-3.914209504,337,531,2,19,62,35,22,Away,0.406146956,350,293,1.5,23,41.5
2019112409,NE,DAL,NE,-11.88291282,282,385,0,27,39,9,13,Home,0.237819518,320,287,1.25,25.25,45.25
2019120810,ARI,PIT,ARI,-12.9296953,236,209,3,22,35,23,17,Away,0.191593533,310,240,1.25,21.75,38
2019111009,PIT,LA,PIT,-19.03644751,273,250,2,27,41,12,17,Home,0.141684582,298,257,1.5,27.25,31.5
2019102712,KC,GB,KC,4.55680388,337,200,1,20,38,31,24,Away,0.137765842,335,371,1.5,19.25,38
2019122912,TB,ATL,TB,-16.11707769,331,258,3,22,25,28,21,Away,-0.026429144,446,459,2.75,27.25,45.5
2019120807,NYJ,MIA,NYJ,1.162522453,374,391,1,32,37,21,22,Home,-0.044452072,340,284,0.5,27.25,36.5
2019101000,NE,NYG,NE,-8.738463722,427,280,2,34,44,14,35,Home,-0.075402153,356,299,1,28,40.5
2019122214,CHI,KC,CHI,-9.726025137,234,275,0,22,37,26,3,Away,-0.155576931,387,356,2,27.5,42.75
2019120802,CLE,CIN,CLE,9.112987356,333,230,2,27,25,19,27,Home,-0.263778989,351,302,0.75,29.25,36.75
2019101311,LAC,PIT,LAC,-5.840497746,348,481,3,14,45,24,17,Away,-0.266317078,356,323,1.5,23,42
2019120101,CAR,WAS,CAR,-6.799080428,278,418,2,20,53,29,21,Away,-0.476307274,367,331,1.75,25,44.5
2019102702,CHI,LAC,CHI,-9.467030896,388,308,2,38,39,17,16,Away,-0.56334787,264,228,1.25,20.25,39.75
2019101700,DEN,KC,DEN,-27.52437548,205,314,1,22,43,30,6,Away,-0.656661255,325,191,1.5,29,31
2019112800,DET,CHI,DET,3.723594362,364,349,1,27,40,24,20,Away,-0.68471358,376,331,1.75,26.5,40
2019120811,NE,KC,NE,-20.1293106,278,257,1,23,40,23,16,Away,-0.874084441,343,388,1,24,46.75
2019091512,LA,NO,LA,10.01417227,380,200,1,30,31,9,27,Home,-1.271741809,349,273,1,32,40
2019102701,BUF,PHI,BUF,-5.984282614,253,317,2,20,38,31,13,Away,-1.341107858,353,306,1.75,27.25,37.75
2019102800,PIT,MIA,PIT,5.155645915,394,479,1,29,38,14,27,Home,-1.368253764,272,148,1.5,25.5,28
2019111708,SF,ARI,SF,6.01404468,442,222,2,19,48,26,36,Home,-1.388110033,346,234,1.25,33.75,34.75
2019122903,CIN,CLE,CIN,13.28242783,361,242,1,39,29,23,33,Home,-1.657005244,369,340,1.5,28.5,43
2019092600,GB,PHI,GB,16.74613743,491,374,2,20,54,34,27,Away,-1.711609919,286,272,0.666666667,26,33.33333333
2019120103,IND,TEN,IND,-15.14077451,391,322,3,24,43,31,17,Away,-1.949067722,328,245,1.75,33.25,32.5
2019111400,CLE,PIT,CLE,-13.99629268,293,264,0,35,33,7,21,Home,-1.976736628,359,262,1.75,25.25,39.5
2019092910,CHI,MIN,CHI,2.598538756,269,205,0,33,34,6,16,Home,-1.977780778,275,250,0.666666667,22.66666667,37
2019122209,NYJ,PIT,NYJ,-8.639395424,259,222,1,32,28,10,16,Home,-2.002384117,339,302,0.75,25.75,38.25
2019110301,BUF,WAS,BUF,9.965367002,268,201,0,39,22,9,24,Home,-2.042643963,312,310,1.75,23.25,37.75
2019101302,CLE,SEA,CLE,0.764428067,408,353,4,24,38,32,28,Away,-2.071013641,338,267,1.5,23,34.5
2019100600,CAR,JAX,CAR,8.986638761,445,176,0,27,34,27,34,Home,-2.235202226,351,321,2,25.25,40
2019111710,PHI,NE,PHI,-10.06300584,255,405,1,21,45,17,10,Away,-2.316200121,357,280,1.75,31.75,35.5
2019111701,CAR,ATL,CAR,-23.6991593,347,324,4,15,55,29,3,Away,-2.39611668,317,346,1.75,26.25,40
2019100609,WAS,NE,WAS,-17.04582113,223,177,2,20,33,33,7,Away,-2.436878018,296,263,2.25,17,40.75
2019122200,DEN,DET,DEN,9.543361482,348,216,0,33,34,17,27,Home,-2.623872225,248,188,1.25,21,31.75
2019121502,DET,TB,DET,-12.50382825,295,354,3,18,45,38,17,Away,-2.670882943,317,292,1.75,27.25,38.5
2019122901,BUF,NYJ,BUF,-16.70749738,309,306,3,20,41,13,6,Away,-2.847252684,274,294,0.75,29.5,32.75
2019102709,SF,CAR,SF,13.71270675,388,117,1,38,26,13,51,Home,-2.914295951,374,194,2.25,40,30.5
2019112406,NYJ,OAK,NYJ,9.025242989,401,215,0,30,30,3,34,Home,-3.102969335,306,267,1.5,24.25,36.25
2019102711,NE,CLE,NE,-0.65515036,318,253,0,27,39,13,27,Home,-3.212600663,354,282,1.5,29.5,43.75
2019110305,PHI,CHI,PHI,1.4134102,373,303,0,35,43,14,22,Home,-3.246589614,330,255,1.75,30.25,32.25
2019122909,MIN,CHI,MIN,0.951371586,300,132,3,26,21,21,19,Away,-3.253598875,297,231,1.25,26.5,32.75
2019120104,JAX,TB,JAX,-27.06754263,244,214,4,17,47,26,11,Away,-3.280433307,356,351,2,21.25,47.5
2019120900,PHI,NYG,PHI,0.938572488,418,314,1,32,53,17,23,Home,-3.286190916,340,373,1.75,24.75,46.25
2019120800,ATL,CAR,ATL,19.61801683,461,322,0,32,35,20,40,Home,-3.300662829,337,356,1.5,26.25,48.5
2019122101,NE,BUF,NE,9.637248111,416,167,1,35,34,17,24,Home,-3.362003459,324,323,0.75,27.75,40.25
2019091501,CIN,SF,CIN,-5.564585458,316,315,1,19,46,41,17,Away,-3.454075693,429,381,2,14,56
2019111711,LA,CHI,LA,-3.424796047,283,158,2,34,18,7,17,Home,-3.459368183,328,287,1.5,26.75,35.75
2019111704,MIA,BUF,MIA,-6.090630375,303,300,1,13,53,37,20,Away,-3.562783272,289,287,2,24.75,37.5
2019102708,TEN,TB,TEN,-2.258149264,246,337,1,21,36,23,27,Home,-3.81778068,306,189,1,27.75,31.75
2019100607,PIT,BAL,PIT,-3.135110134,269,268,2,19,32,26,23,Away,-4.200439685,283,240,1.25,19,36
2019091600,NYJ,CLE,NYJ,-20.04582827,262,165,1,24,35,23,3,Away,-4.21793161,225,223,1,21,46
2019120106,MIA,PHI,MIA,16.51122991,411,352,1,20,45,31,37,Home,-4.230928285,283,286,1.25,20.75,43
2019111007,TEN,KC,TEN,11.60130782,373,251,1,27,23,32,35,Home,-4.267881436,321,293,2,23,38.25
2019112411,PHI,SEA,PHI,-18.03774323,344,280,5,24,48,17,9,Away,-4.32118293,321,288,1.25,31.5,36
2019102001,BUF,MIA,BUF,21.22979151,307,272,0,24,28,21,31,Home,-4.333583968,373,305,1.75,29.75,39
2019120109,DEN,LAC,DEN,-1.578503206,218,184,2,25,28,20,23,Home,-4.338563655,277,212,0.75,24.5,32.25
2019111703,IND,JAX,IND,16.07220054,389,219,1,36,27,13,31,Home,-4.362592971,332,272,2,28.75,36.75
2019102002,CIN,JAX,CIN,-11.06329662,291,301,4,20,45,27,17,Away,-4.475685059,275,240,1.75,18.75,40.75
2019111000,CHI,DET,CHI,-6.247449299,226,221,0,24,28,13,20,Home,-5.267896626,260,270,1.75,20,38.5
2019110304,MIA,NYJ,MIA,4.605975462,316,343,0,24,40,18,26,Home,-5.405955573,278,258,2.25,22,38
2019110302,CAR,TEN,CAR,8.291291491,370,399,1,33,35,20,30,Home,-5.545182847,310,270,1.75,26,37.25
2019121508,WAS,PHI,WAS,7.117758368,352,196,1,22,29,37,27,Away,-5.547771892,270,276,1,25.75,34.5
2019091200,CAR,TB,CAR,-12.14112891,352,555,1,19,54,20,14,Away,-5.666049607,343,238,3,23,41
2019112404,CLE,MIA,CLE,14.65824828,467,284,1,32,35,24,41,Home,-5.666916814,330,239,0.75,28,38.25
2019121500,CAR,SEA,CAR,6.782127583,414,245,3,29,43,30,24,Away,-6.107992277,330,342,2.5,21.5,48.75
2019120813,LA,SEA,LA,9.453617745,455,305,2,35,32,12,28,Home,-6.25661818,339,248,2,24,37.25
2019122902,CAR,NO,CAR,-15.90671964,329,373,3,18,51,42,10,Away,-6.333069204,330,364,3,23,48
2019122905,DET,GB,DET,-2.199229676,305,278,1,25,31,23,20,Away,-6.425186808,270,305,1.5,22,39.5
2019091505,MIA,NE,MIA,-38.15406825,184,478,4,15,46,43,0,Away,-6.458803045,200,419,2,12,35
2019122207,IND,CAR,IND,9.904287525,324,289,0,32,30,6,38,Home,-6.609632411,300,292,1,25.5,35.5
2019121509,ARI,CLE,ARI,21.37523869,445,167,1,35,25,24,38,Home,-6.837403571,279,267,2,21.5,39.75
2019120500,CHI,DAL,CHI,7.317513809,382,199,2,34,33,24,31,Home,-7.108986141,311,315,1,24.25,40
2019092202,GB,DEN,GB,9.810616827,312,258,0,23,29,16,27,Home,-7.472723292,274,279,1,27.5,35.5
2019102006,NYG,ARI,NYG,-12.40347219,263,265,3,22,43,27,21,Away,-7.564422075,299,298,2.75,23,36.75
2019110310,LAC,GB,LAC,16.74208626,442,238,0,38,30,11,26,Home,-7.575963482,297,344,2,15.75,40.5
2019121501,CIN,NE,CIN,-14.49638766,315,228,4,32,31,34,13,Away,-7.778098069,304,222,1.25,24.75,36.25
2019121505,NYG,MIA,NYG,8.157926806,412,292,3,33,30,20,36,Home,-7.788483186,279,251,1.5,21.25,38.5
2019122907,JAX,IND,JAX,18.95248195,355,216,1,24,43,20,38,Home,-8.045804889,261,225,1.25,21.5,38.5
2019111002,CLE,BUF,CLE,4.510478148,368,261,0,26,40,16,19,Home,-8.082581172,312,258,2.5,23.25,36.5
2019102008,TEN,LAC,TEN,12.73367768,403,212,1,29,32,20,23,Home,-8.27813458,290,244,0.75,27,36
2019121510,OAK,JAX,OAK,4.68988561,364,237,0,32,40,20,16,Away,-8.294524077,320,200,2,26.25,33.75
2019093000,PIT,CIN,PIT,8.436535067,326,80,1,25,31,3,27,Home,-8.412764602,269,294,1.333333333,17,37.66666667
2019091503,GB,MIN,GB,-6.518739269,335,259,2,33,36,16,21,Home,-8.426707314,213,300,0,22,35
2019120812,OAK,TEN,OAK,1.460245916,355,247,1,24,36,42,21,Away,-8.58570512,301,184,1.75,25.5,33.25
2019112403,CIN,PIT,CIN,-16.31992003,244,142,2,21,30,16,10,Away,-8.850580955,311,289,2.25,26,42.5
2019111707,WAS,NYJ,WAS,-19.53505258,227,257,1,20,43,34,17,Away,-9.002932969,231,138,0.75,24.5,22.75
2019111005,NYJ,NYG,NYJ,0.802374752,294,255,0,29,32,27,34,Home,-9.388288557,268,291,2.5,18.75,37
2019120107,NYG,GB,NYG,-5.385348793,335,273,3,27,37,31,13,Away,-9.523778453,291,254,1.75,21,44
2019120102,CIN,NYJ,CIN,0.790515289,277,258,0,25,38,6,22,Home,-10.16473681,299,249,1.75,26.25,38.75
2019092209,TB,NYG,TB,12.2055422,499,482,1,32,41,32,31,Away,-10.2763227,292,310,2,28.5,33.5
2019092213,CLE,LA,CLE,-8.17110034,270,253,1,24,39,20,13,Away,-10.50054402,360,340,2,20.5,40.5
2019100601,CIN,ARI,CIN,10.86789021,370,174,0,23,39,26,23,Away,-10.77778976,306,296,2.25,17.75,46.25
2019120809,JAX,LAC,JAX,-7.785148813,252,207,0,23,40,45,10,Away,-11.1652386,319,349,2.75,17,50.25
2019110309,DEN,CLE,DEN,4.815630241,302,181,1,20,23,19,24,Home,-11.19224412,276,206,1,28,32.5
2019121506,PIT,BUF,PIT,-18.7298023,229,338,5,14,42,17,10,Away,-11.31920862,293,248,2,30.25,30.5
2019112402,CHI,NYG,CHI,-8.605013017,335,354,2,26,43,14,19,Home,-11.55214318,261,276,1,26,35.25
2019112407,WAS,DET,WAS,-3.129596473,230,391,2,24,33,16,19,Home,-12.56941019,210,147,1,21.25,27.25
2019091513,ATL,PHI,ATL,1.583553535,367,399,3,17,44,20,24,Home,-13.60153783,345,360,3,17,52
2019102007,WAS,SF,WAS,-17.08230785,154,49,1,26,15,9,0,Away,-14.15070959,266,226,2.75,22.75,34.5
2019091507,PIT,SEA,PIT,3.178676709,261,261,1,16,36,28,26,Away,-14.26791134,308,465,1,13,48
2019110400,NYG,DAL,NYG,-14.73739922,271,240,3,22,46,37,18,Away,-14.37858912,264,311,2.25,20.5,40.5
2019102100,NYJ,NE,NYJ,-32.7124447,154,398,5,20,33,33,0,Away,-15.51231728,219,175,2,20.75,33.25
2019120110,PIT,CLE,PIT,1.711761004,323,253,1,32,22,13,20,Home,-16.64221826,280,272,2.25,26.5,38.75
2019101305,MIA,WAS,MIA,-7.142091996,271,266,2,21,49,17,16,Away,-18.705698,225,355,2,17.25,38.5
2019101310,NYJ,DAL,NYJ,10.46797369,382,265,1,20,34,22,24,Home,-19.18379361,180,165,2,21,36.25
2019092906,MIA,LAC,MIA,-9.107599854,233,134,1,18,29,30,10,Away,-21.90506405,222,428,2.333333333,17,41.66666667
